ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-14 12:15:00,22.535038536705123,40.52496962501696,283.51335846343744,22.535038536705123,22.535038536705123,142.93506336912773,142.93506336912773,142.93506336912773,155.58587824249628,155.58587824249628,155.58587824249628,-13.79268667297137,-13.79268667297137,-13.79268667297137,1.1418717996028147,1.1418717996028147,1.1418717996028147,0.0,0.0,0.0,165.47010190583285
2023-01-14 12:30:00,22.53528868594712,37.77547058007948,291.3512438497782,22.53528868594712,22.53528868594712,144.83302335164032,144.83302335164032,144.83302335164032,157.61400056521168,157.61400056521168,157.61400056521168,-13.93739038039626,-13.93739038039626,-13.93739038039626,1.1564131668248652,1.1564131668248652,1.1564131668248652,0.0,0.0,0.0,167.36831203758743
2023-01-14 12:45:00,22.53553883518911,34.96680797249866,302.0143373589087,22.53553883518911,22.53553883518911,142.14010405930026,142.14010405930026,142.14010405930026,155.05020711714184,155.05020711714184,155.05020711714184,-14.081048709090966,-14.081048709090966,-14.081048709090966,1.170945651249344,1.170945651249344,1.170945651249344,0.0,0.0,0.0,164.67564289448936
2023-01-14 13:00:00,22.5357889844311,31.692365956462965,279.5209402457902,22.5357889844311,22.5357889844311,134.98399499787666,134.98399499787666,134.98399499787666,148.0221300023784,148.0221300023784,148.0221300023784,-14.223604233908272,-14.223604233908272,-14.223604233908272,1.1854692294065645,1.1854692294065645,1.1854692294065645,0.0,0.0,0.0,157.51978398230776
2023-01-14 13:15:00,22.536039133673093,22.5481802176633,282.33601256091794,22.536039133673093,22.536039133673093,123.70533633341917,123.70533633341917,123.70533633341917,136.87035148141172,136.87035148141172,136.87035148141172,-14.364999025845085,-14.364999025845085,-14.364999025845085,1.1999838778525496,1.1999838778525496,1.1999838778525496,0.0,0.0,0.0,146.24137546709227
2023-01-14 13:30:00,22.53628928291509,4.875311031947847,266.0916062987735,22.53628928291509,22.53628928291509,108.8380454103224,108.8380454103224,108.8380454103224,122.12873052226053,122.12873052226053,122.12873052226053,-14.50517468510885,-14.50517468510885,-14.50517468510885,1.2144895731707006,1.2144895731707006,1.2144895731707006,0.0,0.0,0.0,131.37433469323747
2023-01-14 13:45:00,22.53653943215708,-14.218747579330632,243.63169054298334,22.53653943215708,22.53653943215708,91.07866909725904,91.07866909725904,91.07866909725904,104.49375517919957,104.49375517919957,104.49375517919957,-14.644072373892499,-14.644072373892499,-14.644072373892499,1.228986291951972,1.228986291951972,1.228986291951972,0.0,0.0,0.0,113.61520852941612
2023-01-14 14:00:00,22.53678958139907,-34.05552863409224,225.01289392258306,22.53678958139907,22.53678958139907,71.24666745443743,71.24666745443743,71.24666745443743,84.78482629428079,84.78482629428079,84.78482629428079,-14.7816328506544,-14.7816328506544,-14.7816328506544,1.243474010811051,1.243474010811051,1.243474010811051,0.0,0.0,0.0,93.7834570358365
2023-01-14 14:15:00,22.537039730641066,-65.56825731905043,200.96477123276085,22.537039730641066,22.537039730641066,50.238089146596394,50.238089146596394,50.238089146596394,63.897932944995254,63.897932944995254,63.897932944995254,-14.917796504789855,-14.917796504789855,-14.917796504789855,1.2579527063910196,1.2579527063910196,1.2579527063910196,0.0,0.0,0.0,72.77512887723746
2023-01-14 14:30:00,22.53728987988306,-75.48421502449922,172.87814548668123,22.53728987988306,22.53728987988306,28.97549483447977,28.97549483447977,28.97549483447977,42.75557587053787,42.75557587053787,42.75557587053787,-15.052503391390553,-15.052503391390553,-15.052503391390553,1.2724223553324472,1.2724223553324472,1.2724223553324472,0.0,0.0,0.0,51.51278471436282
